Country,Year,Month,Quarter,Week,"Notes Issued (UOM:INR(IndianRupees)), Scaling Factor:10000000","Notes In Circulation (UOM:INR(IndianRupees)), Scaling Factor:10000000","Notes Held In Banking Department (UOM:INR(IndianRupees)), Scaling Factor:10000000","Deposits (UOM:INR(IndianRupees)), Scaling Factor:10000000","Deposits Of The Central Government (UOM:INR(IndianRupees)), Scaling Factor:10000000","Deposits Of Market Stabilisation Scheme (UOM:INR(IndianRupees)), Scaling Factor:10000000","Deposits Of State Governments (UOM:INR(IndianRupees)), Scaling Factor:10000000","Deposits Of Scheduled Commercial Banks (UOM:INR(IndianRupees)), Scaling Factor:10000000","Deposit Of Scheduled State Co-Operative Banks (UOM:INR(IndianRupees)), Scaling Factor:10000000","Deposits Of Other Banks (UOM:INR(IndianRupees)), Scaling Factor:10000000","Other Deposits (UOM:INR(IndianRupees)), Scaling Factor:10000000","Deposits Of Financial Institution Outside India (UOM:INR(IndianRupees)), Scaling Factor:10000000","Other Liabilities (UOM:INR(IndianRupees)), Scaling Factor:10000000","Total Liabilities (UOM:INR(IndianRupees)), Scaling Factor:10000000","Foreign Currency Assets (UOM:INR(IndianRupees)), Scaling Factor:10000000","Gold Coin And Bullion (UOM:INR(IndianRupees)), Scaling Factor:10000000","Rupee Securities (UOM:INR(IndianRupees)), Scaling Factor:10000000","Loans And Advances (UOM:INR(IndianRupees)), Scaling Factor:10000000","Loans And Advances To The Central Government (UOM:INR(IndianRupees)), Scaling Factor:10000000","Loans And Advances To State Governments (UOM:INR(IndianRupees)), Scaling Factor:10000000","Loans And Advances To Nabard (UOM:INR(IndianRupees)), Scaling Factor:10000000","Loans And Advances To Scheduled Commercial Banks (UOM:INR(IndianRupees)), Scaling Factor:10000000","Loans And Advances To Scheduled State Co-Operative Banks (UOM:INR(IndianRupees)), Scaling Factor:10000000","Loans And Advances To Industrial Development Bank Of India (UOM:INR(IndianRupees)), Scaling Factor:10000000","Loans And Advances To Export-Import Bank Of India (UOM:INR(IndianRupees)), Scaling Factor:10000000","Loans And Advances To Others (UOM:INR(IndianRupees)), Scaling Factor:10000000","Loans And Advances To Financial Institution Outside India (UOM:INR(IndianRupees)), Scaling Factor:10000000","Bills Purchased And Discounted (UOM:INR(IndianRupees)), Scaling Factor:10000000","Commercial Bills Purchased And Discounted (UOM:INR(IndianRupees)), Scaling Factor:10000000","Treasury Bills Purchased And Discounted (UOM:INR(IndianRupees)), Scaling Factor:10000000","Investments (UOM:INR(IndianRupees)), Scaling Factor:10000000","Other Assets (UOM:INR(IndianRupees)), Scaling Factor:10000000","Total Assets (UOM:INR(IndianRupees)), Scaling Factor:10000000"
India,"Financial Year (Apr - Mar), 2008","June, 2008","April - June, 2008","Week 10, 2008",618475.0,618464.0,11.0,486118.0,101.0,174433.0,41.0,281242.0,4200.0,14006.0,12095.0,,303993.0,1408586.0,1309030.0,39190.0,50210.0,618.0,,,,528.0,7.0,,,83.0,,,,,2750.0,6788.0,1408586.0
India,"Financial Year (Apr - Mar), 2008","May, 2008","April - June, 2008","Week 09, 2008",612665.0,612653.0,12.0,517122.0,100.0,175362.0,41.0,309968.0,4094.0,13819.0,13738.0,,293617.0,1423404.0,1298464.0,39190.0,74753.0,2819.0,,,,2665.0,19.0,,,135.0,,,,,2750.0,5429.0,1423404.0
India,"Financial Year (Apr - Mar), 2008","May, 2008","April - June, 2008","Week 08, 2008",615705.0,615694.0,11.0,469380.0,101.0,175362.0,41.0,263128.0,3964.0,13547.0,13237.0,,305568.0,1390653.0,1311772.0,38141.0,30684.0,552.0,,303.0,,166.0,,,,83.0,,,,,2750.0,6754.0,1390653.0
India,"Financial Year (Apr - Mar), 2008","May, 2008","April - June, 2008","Week 07, 2008",616562.0,616544.0,18.0,518497.0,6701.0,176290.0,41.0,304639.0,3855.0,13464.0,13507.0,,291825.0,1426884.0,1296760.0,38141.0,82355.0,1790.0,,518.0,1185.0,,4.0,,,83.0,,2750.0,,2750.0,,5088.0,1426884.0
India,"Financial Year (Apr - Mar), 2008","May, 2008","April - June, 2008","Week 06, 2008",612974.0,612948.0,27.0,478320.0,3340.0,175368.0,41.0,269500.0,3922.0,13050.0,13099.0,,247011.0,1338306.0,1252887.0,38141.0,37526.0,867.0,,617.0,,167.0,,,,83.0,,,,,2750.0,6136.0,1338306.0
India,"Financial Year (Apr - Mar), 2008","May, 2008","April - June, 2008","Week 05, 2008",603983.0,603964.0,19.0,489694.0,2750.0,175444.0,41.0,281505.0,3766.0,12997.0,13191.0,,224243.0,1317920.0,1229973.0,38141.0,40173.0,622.0,,72.0,,467.0,,,,83.0,,,,,2750.0,6261.0,1317920.0
India,"Financial Year (Apr - Mar), 2008","April, 2008","April - June, 2008","Week 04, 2008",601649.0,601629.0,20.0,473444.0,16649.0,172444.0,41.0,254548.0,3584.0,13049.0,13129.0,,218137.0,1293230.0,1214755.0,40124.0,28108.0,1028.0,,471.0,,474.0,,,,83.0,,,,,2750.0,6466.0,1293230.0
India,"Financial Year (Apr - Mar), 2008","April, 2008","April - June, 2008","Week 03, 2008",602482.0,602466.0,16.0,496876.0,20284.0,172533.0,230.0,274610.0,3690.0,12369.0,13160.0,,215985.0,1315342.0,1210133.0,40124.0,55157.0,2159.0,,1583.0,,474.0,19.0,,,83.0,,,,,2750.0,5020.0,1315342.0
India,"Financial Year (Apr - Mar), 2008","April, 2008","April - June, 2008","Week 02, 2008",597038.0,597020.0,18.0,471392.0,25298.0,171464.0,41.0,246391.0,3568.0,12308.0,12322.0,,210867.0,1279296.0,1205468.0,40124.0,22907.0,1521.0,,960.0,,459.0,19.0,,,83.0,,,,,2750.0,6526.0,1279296.0
India,"Financial Year (Apr - Mar), 2008","April, 2008","April - June, 2008","Week 01, 2008",584487.0,584469.0,18.0,481907.0,39154.0,166462.0,41.0,247639.0,3441.0,12155.0,13015.0,,210858.0,1277252.0,1204671.0,40124.0,21796.0,1095.0,,131.0,,819.0,19.0,,,126.0,,,,,2750.0,6816.0,1277252.0
India,"Financial Year (Apr - Mar), 2007","March, 2008","January - March, 2008","Week 52, 2007",582075.0,582055.0,20.0,536851.0,83645.0,168392.0,41.0,257122.0,3396.0,12008.0,12247.0,,214216.0,1333143.0,1199579.0,38154.0,83707.0,4579.0,,,,4000.0,,,,579.0,,,,,2750.0,4373.0,1333143.0
India,"Financial Year (Apr - Mar), 2007","March, 2008","January - March, 2008","Week 51, 2007",584480.0,584465.0,15.0,559833.0,82227.0,169319.0,674.0,280202.0,3403.0,12125.0,11883.0,,212771.0,1357084.0,1191856.0,38154.0,113047.0,7274.0,,,,6122.0,49.0,,,1103.0,,,,,2750.0,4002.0,1357084.0
India,"Financial Year (Apr - Mar), 2007","March, 2008","January - March, 2008","Week 50, 2007",581643.0,581622.0,21.0,497732.0,46241.0,171250.0,41.0,253293.0,3163.0,11922.0,11822.0,,222720.0,1302096.0,1199324.0,38154.0,55911.0,585.0,,,,483.0,19.0,,,83.0,,,,,2750.0,5371.0,1302096.0
India,"Financial Year (Apr - Mar), 2007","March, 2008","January - March, 2008","Week 49, 2007",576374.0,576359.0,15.0,498089.0,31267.0,172178.0,41.0,267404.0,3382.0,11998.0,11819.0,,214596.0,1289058.0,1189438.0,38154.0,53269.0,1230.0,,,,1118.0,29.0,,,83.0,,,,,2750.0,4216.0,1289058.0
India,"Financial Year (Apr - Mar), 2007","February, 2008","January - March, 2008","Week 48, 2007",566316.0,566297.0,19.0,505860.0,48638.0,175089.0,41.0,254217.0,3393.0,12496.0,11986.0,,188442.0,1260618.0,1162671.0,38154.0,51432.0,1200.0,,,,773.0,24.0,,,403.0,,,,,2750.0,4411.0,1260618.0
India,"Financial Year (Apr - Mar), 2007","February, 2008","January - March, 2008","Week 47, 2007",565775.0,565755.0,20.0,519847.0,54209.0,176018.0,41.0,262601.0,3491.0,11776.0,11711.0,,176503.0,1262124.0,1139388.0,36236.0,74685.0,5432.0,,,,4592.0,29.0,,,811.0,,,,,2750.0,3634.0,1262124.0
India,"Financial Year (Apr - Mar), 2007","February, 2008","January - March, 2008","Week 46, 2007",565548.0,565528.0,20.0,490265.0,49812.0,177910.0,41.0,235862.0,3321.0,11630.0,11689.0,,160181.0,1215995.0,1123322.0,36236.0,49591.0,127.0,,34.0,,,10.0,,,83.0,,,,,2750.0,3968.0,1215995.0
India,"Financial Year (Apr - Mar), 2007","February, 2008","January - March, 2008","Week 45, 2007",560851.0,560838.0,14.0,491414.0,33286.0,176143.0,41.0,255105.0,3479.0,11613.0,11747.0,,149283.0,1201549.0,1112080.0,36236.0,41218.0,424.0,,324.0,,,17.0,,,83.0,,,,,2750.0,8841.0,1201549.0
India,"Financial Year (Apr - Mar), 2007","February, 2008","January - March, 2008","Week 44, 2007",551969.0,551958.0,12.0,532732.0,39312.0,170670.0,41.0,293059.0,3175.0,12210.0,14265.0,,154755.0,1239458.0,1114051.0,36236.0,81388.0,887.0,,,,724.0,10.0,,,153.0,,,,,2750.0,4146.0,1239458.0
India,"Financial Year (Apr - Mar), 2007","January, 2008","January - March, 2008","Week 43, 2007",553982.0,553971.0,11.0,498688.0,50757.0,166739.0,41.0,254022.0,3249.0,11844.0,12036.0,,146504.0,1199175.0,1101405.0,32819.0,56529.0,1729.0,,26.0,,1610.0,10.0,,,83.0,,,,,2750.0,3942.0,1199175.0
India,"Financial Year (Apr - Mar), 2007","January, 2008","January - March, 2008","Week 42, 2007",557350.0,557338.0,12.0,479857.0,39750.0,161058.0,256.0,252090.0,3209.0,11756.0,11738.0,,136530.0,1173736.0,1084377.0,32819.0,45023.0,4646.0,,56.0,,4213.0,10.0,,,367.0,,,,,2750.0,4120.0,1173736.0
India,"Financial Year (Apr - Mar), 2007","January, 2008","January - March, 2008","Week 41, 2007",554329.0,554314.0,15.0,453394.0,26826.0,155830.0,41.0,244283.0,3229.0,11363.0,11822.0,,141042.0,1148766.0,1072474.0,32819.0,36229.0,193.0,,,,85.0,25.0,,,83.0,,,,,2750.0,4300.0,1148766.0
India,"Financial Year (Apr - Mar), 2007","January, 2008","January - March, 2008","Week 40, 2007",547083.0,547065.0,18.0,428649.0,16615.0,155835.0,41.0,229581.0,3210.0,11463.0,11904.0,,140437.0,1116170.0,1051773.0,32819.0,22037.0,905.0,,727.0,,85.0,10.0,,,83.0,,,,,2750.0,5885.0,1116170.0
India,"Financial Year (Apr - Mar), 2007","December, 2007","October - December, 2007","Week 39, 2007",544883.0,544865.0,18.0,504473.0,60691.0,159717.0,41.0,257725.0,3021.0,11273.0,12005.0,,146052.0,1195407.0,1052129.0,33151.0,100341.0,3129.0,,569.0,,2278.0,29.0,,,253.0,,,,,2750.0,3907.0,1195407.0
India,"Financial Year (Apr - Mar), 2007","December, 2007","October - December, 2007","Week 38, 2007",545477.0,545456.0,21.0,488694.0,65635.0,162665.0,47.0,233923.0,3156.0,11511.0,11757.0,,139098.0,1173269.0,1044386.0,33151.0,87781.0,1203.0,,189.0,,842.0,,,,172.0,,,,,2750.0,3997.0,1173269.0
India,"Financial Year (Apr - Mar), 2007","December, 2007","October - December, 2007","Week 37, 2007",545114.0,545091.0,23.0,470354.0,13950.0,166547.0,41.0,263554.0,3192.0,11319.0,11751.0,,135930.0,1151398.0,1039485.0,33151.0,69730.0,1721.0,,173.0,,1024.0,,,,524.0,,,,,2750.0,4560.0,1151398.0
India,"Financial Year (Apr - Mar), 2007","December, 2007","October - December, 2007","Week 36, 2007",541822.0,541812.0,10.0,451712.0,10804.0,169495.0,41.0,245161.0,3016.0,11514.0,11681.0,,144315.0,1137850.0,1043419.0,33151.0,53911.0,584.0,,252.0,,239.0,10.0,,,83.0,,,,,2750.0,4034.0,1137850.0
India,"Financial Year (Apr - Mar), 2007","November, 2007","October - December, 2007","Week 35, 2007",535328.0,535311.0,17.0,464498.0,16768.0,171468.0,41.0,249589.0,3103.0,11194.0,12335.0,,153048.0,1152875.0,1050165.0,33151.0,61108.0,936.0,,147.0,,396.0,19.0,,,374.0,,,,,2750.0,4765.0,1152875.0
India,"Financial Year (Apr - Mar), 2007","November, 2007","October - December, 2007","Week 34, 2007",538296.0,538279.0,17.0,445541.0,17583.0,175381.0,125.0,226526.0,2998.0,11202.0,11726.0,,150969.0,1134806.0,1044771.0,30712.0,50639.0,683.0,,105.0,,169.0,5.0,,,404.0,,,,,2750.0,5251.0,1134806.0
India,"Financial Year (Apr - Mar), 2007","November, 2007","October - December, 2007","Week 33, 2007",542672.0,542652.0,19.0,500004.0,41984.0,177791.0,41.0,254149.0,3094.0,11150.0,11795.0,,141156.0,1183831.0,1034516.0,30712.0,110388.0,1587.0,,25.0,,1135.0,19.0,,,408.0,,,,,2750.0,3877.0,1183831.0
India,"Financial Year (Apr - Mar), 2007","November, 2007","October - December, 2007","Week 32, 2007",541885.0,541863.0,22.0,460209.0,29401.0,177284.0,46.0,227109.0,3033.0,11176.0,12160.0,,143821.0,1145914.0,1030405.0,30712.0,76161.0,1718.0,,1629.0,,,6.0,,,83.0,,,,,2750.0,4168.0,1145914.0
India,"Financial Year (Apr - Mar), 2007","November, 2007","October - December, 2007","Week 31, 2007",523589.0,523574.0,15.0,461490.0,31305.0,177838.0,41.0,227021.0,2920.0,10541.0,11824.0,,141688.0,1126767.0,1016786.0,30712.0,70738.0,1301.0,,1199.0,,,19.0,,,83.0,,,,,2750.0,4480.0,1126767.0
India,"Financial Year (Apr - Mar), 2007","October, 2007","October - December, 2007","Week 30, 2007",518286.0,518266.0,20.0,448042.0,23835.0,174277.0,41.0,224932.0,2689.0,10474.0,11794.0,,136615.0,1102944.0,1006040.0,29275.0,60654.0,426.0,,343.0,,,,,,83.0,,,,,2750.0,3798.0,1102944.0
India,"Financial Year (Apr - Mar), 2007","October, 2007","October - December, 2007","Week 29, 2007",518140.0,518120.0,20.0,433509.0,22021.0,165215.0,41.0,221246.0,2715.0,10319.0,11952.0,,139019.0,1090668.0,1007975.0,29275.0,46148.0,121.0,,19.0,,,19.0,,,83.0,,,,,2750.0,4398.0,1090668.0
India,"Financial Year (Apr - Mar), 2007","October, 2007","October - December, 2007","Week 28, 2007",511883.0,511867.0,16.0,422343.0,25818.0,152785.0,41.0,218684.0,2640.0,10439.0,11936.0,,124049.0,1058274.0,978844.0,29275.0,41664.0,225.0,,142.0,,,,,,83.0,,,,,2750.0,5515.0,1058274.0
India,"Financial Year (Apr - Mar), 2007","October, 2007","October - December, 2007","Week 27, 2007",503878.0,503864.0,14.0,395071.0,15773.0,143351.0,41.0,210745.0,2741.0,10202.0,12218.0,,127242.0,1026190.0,961677.0,29275.0,23061.0,1066.0,,983.0,,,,,,83.0,,,,,2750.0,8360.0,1026190.0
India,"Financial Year (Apr - Mar), 2007","September, 2007","July - September, 2007","Week 26, 2007",499008.0,498987.0,21.0,422878.0,10871.0,131473.0,41.0,254569.0,2723.0,10668.0,12533.0,,136253.0,1058139.0,953581.0,29275.0,66907.0,1059.0,,893.0,,64.0,19.0,,,83.0,,,,,2750.0,4566.0,1058139.0
India,"Financial Year (Apr - Mar), 2007","September, 2007","July - September, 2007","Week 25, 2007",502306.0,502287.0,18.0,378117.0,23832.0,117599.0,41.0,211608.0,2637.0,10103.0,12297.0,,130134.0,1010556.0,911315.0,28186.0,61817.0,763.0,,495.0,,166.0,19.0,,,83.0,,,,,2750.0,5725.0,1010556.0
India,"Financial Year (Apr - Mar), 2007","September, 2007","July - September, 2007","Week 24, 2007",505163.0,505143.0,21.0,359639.0,101.0,112748.0,404.0,221265.0,2671.0,10439.0,12011.0,,136051.0,1000854.0,909600.0,28186.0,50781.0,2038.0,,1864.0,,91.0,,,,83.0,,,,,2750.0,7499.0,1000854.0
India,"Financial Year (Apr - Mar), 2007","September, 2007","July - September, 2007","Week 23, 2007",502849.0,502836.0,14.0,341332.0,100.0,108874.0,41.0,207397.0,2790.0,10077.0,12053.0,,140720.0,984901.0,908087.0,28186.0,33261.0,2957.0,,2773.0,,92.0,9.0,,,83.0,,,,,2750.0,9659.0,984901.0
India,"Financial Year (Apr - Mar), 2007","August, 2007","July - September, 2007","Week 22, 2007",498091.0,498073.0,18.0,353911.0,907.0,106434.0,41.0,221733.0,2606.0,10195.0,11995.0,,141877.0,993880.0,907301.0,28186.0,42850.0,1549.0,,1374.0,,92.0,,,,83.0,,,,,2750.0,11244.0,993880.0
India,"Financial Year (Apr - Mar), 2007","August, 2007","July - September, 2007","Week 21, 2007",500140.0,500119.0,21.0,355245.0,3489.0,104964.0,41.0,221872.0,2713.0,10074.0,12092.0,,147564.0,1002950.0,912157.0,27850.0,47740.0,610.0,,419.0,,97.0,11.0,,,83.0,,,,,2750.0,11842.0,1002950.0
India,"Financial Year (Apr - Mar), 2007","August, 2007","July - September, 2007","Week 20, 2007",504449.0,504430.0,19.0,335191.0,7871.0,100960.0,41.0,201892.0,2469.0,9955.0,12003.0,,147132.0,986771.0,910811.0,27850.0,28590.0,2504.0,,28.0,,2260.0,14.0,,,202.0,,,,,2750.0,14266.0,986771.0
India,"Financial Year (Apr - Mar), 2007","August, 2007","July - September, 2007","Week 19, 2007",503926.0,503904.0,22.0,346163.0,8537.0,96960.0,41.0,216007.0,2691.0,9903.0,12024.0,,138863.0,988953.0,901462.0,27850.0,40178.0,2150.0,,2038.0,,,29.0,,,83.0,,,,,2750.0,14562.0,988953.0
India,"Financial Year (Apr - Mar), 2007","August, 2007","July - September, 2007","Week 18, 2007",501176.0,501155.0,21.0,413901.0,100.0,92954.0,41.0,239630.0,2669.0,9746.0,68761.0,,134236.0,1049313.0,895945.0,27850.0,75937.0,33015.0,31643.0,1275.0,,,14.0,,,83.0,,,,,2750.0,13816.0,1049313.0
India,"Financial Year (Apr - Mar), 2007","July, 2007","July - September, 2007","Week 17, 2007",501192.0,501178.0,14.0,391514.0,100.0,88010.0,41.0,232827.0,2399.0,9590.0,58547.0,,132288.0,1024995.0,882854.0,27655.0,75985.0,21358.0,20199.0,1066.0,,,10.0,,,83.0,,,,,2750.0,14392.0,1024995.0
India,"Financial Year (Apr - Mar), 2007","July, 2007","July - September, 2007","Week 16, 2007",506161.0,506147.0,13.0,375185.0,100.0,85027.0,41.0,212883.0,2428.0,9669.0,65037.0,,137229.0,1018576.0,866250.0,27655.0,75990.0,31066.0,30058.0,914.0,,1.0,10.0,,,83.0,,,,,2750.0,14865.0,1018576.0
India,"Financial Year (Apr - Mar), 2007","July, 2007","July - September, 2007","Week 15, 2007",510135.0,510119.0,15.0,348869.0,101.0,78745.0,41.0,200203.0,2589.0,9229.0,57961.0,,136963.0,995966.0,856761.0,27655.0,75992.0,17005.0,16198.0,713.0,,1.0,10.0,,,83.0,,,,,2750.0,15803.0,995966.0
India,"Financial Year (Apr - Mar), 2007","July, 2007","July - September, 2007","Week 14, 2007",509206.0,509192.0,14.0,355344.0,100.0,80202.0,41.0,199592.0,2390.0,9284.0,63735.0,,131246.0,995797.0,839888.0,27655.0,76086.0,32404.0,31949.0,361.0,,1.0,10.0,,,83.0,,,,,2750.0,17013.0,995797.0
India,"Financial Year (Apr - Mar), 2007","June, 2007","April - June, 2007","Week 13, 2007",507364.0,507347.0,18.0,304389.0,101.0,81137.0,41.0,199587.0,2598.0,9185.0,11740.0,,173768.0,985521.0,839913.0,28147.0,90996.0,16518.0,15159.0,,,1266.0,10.0,,,83.0,,,,,2750.0,7197.0,985521.0
India,"Financial Year (Apr - Mar), 2007","June, 2007","April - June, 2007","Week 12, 2007",512661.0,512638.0,23.0,289297.0,101.0,82617.0,41.0,180601.0,2715.0,9180.0,14042.0,,135427.0,937385.0,835279.0,28147.0,62888.0,200.0,,,,101.0,13.0,,,86.0,,,,,3973.0,6898.0,937385.0
India,"Financial Year (Apr - Mar), 2007","June, 2007","April - June, 2007","Week 11, 2007",516205.0,516188.0,17.0,308612.0,101.0,83867.0,41.0,201195.0,2614.0,9118.0,11676.0,,134462.0,959279.0,834337.0,28147.0,76446.0,9481.0,8248.0,1011.0,,105.0,31.0,,,86.0,,,,,3973.0,6896.0,959279.0
India,"Financial Year (Apr - Mar), 2007","June, 2007","April - June, 2007","Week 10, 2007",516608.0,516587.0,21.0,316608.0,101.0,86306.0,41.0,197292.0,2527.0,9245.0,21096.0,,133377.0,966593.0,828522.0,28147.0,76455.0,22686.0,21579.0,903.0,,101.0,17.0,,,86.0,,,,,3973.0,6811.0,966593.0
India,"Financial Year (Apr - Mar), 2007","June, 2007","April - June, 2007","Week 09, 2007",511736.0,511723.0,14.0,319867.0,101.0,81317.0,41.0,214425.0,2581.0,9181.0,12221.0,,125462.0,957065.0,814862.0,28147.0,76477.0,27056.0,26707.0,58.0,,184.0,21.0,,,86.0,,,,,3973.0,6550.0,957065.0
India,"Financial Year (Apr - Mar), 2007","May, 2007","April - June, 2007","Week 08, 2007",514523.0,514502.0,21.0,296749.0,101.0,87319.0,41.0,186236.0,2438.0,8993.0,11621.0,,126395.0,937665.0,801600.0,29051.0,84998.0,11863.0,7753.0,816.0,,3139.0,3.0,,,152.0,,,,,3973.0,6181.0,937665.0
India,"Financial Year (Apr - Mar), 2007","May, 2007","April - June, 2007","Week 07, 2007",518741.0,518722.0,19.0,296704.0,101.0,88802.0,41.0,184758.0,2462.0,8956.0,11584.0,,133464.0,948909.0,803625.0,29051.0,100538.0,5576.0,,965.0,,4390.0,21.0,,,200.0,,,,,3973.0,6146.0,948909.0
India,"Financial Year (Apr - Mar), 2007","May, 2007","April - June, 2007","Week 06, 2007",520484.0,520464.0,21.0,277105.0,101.0,80962.0,41.0,171114.0,2356.0,8905.0,13626.0,,141814.0,939403.0,812302.0,29051.0,77133.0,10748.0,8131.0,2159.0,,371.0,1.0,,,86.0,,,,,3973.0,6195.0,939403.0
India,"Financial Year (Apr - Mar), 2007","May, 2007","April - June, 2007","Week 05, 2007",517325.0,517301.0,24.0,288816.0,101.0,78033.0,41.0,185826.0,2414.0,9135.0,13266.0,,134469.0,940610.0,803684.0,29051.0,81227.0,16358.0,11097.0,1735.0,,3434.0,6.0,,,86.0,,,,,3973.0,6317.0,940610.0
India,"Financial Year (Apr - Mar), 2007","April, 2007","April - June, 2007","Week 04, 2007",512683.0,512672.0,11.0,291810.0,101.0,75924.0,41.0,191200.0,2504.0,8805.0,13235.0,,142238.0,946731.0,808573.0,29573.0,92979.0,5761.0,980.0,596.0,,4078.0,6.0,,,101.0,,,,,3973.0,5872.0,946731.0
India,"Financial Year (Apr - Mar), 2007","April, 2007","April - June, 2007","Week 03, 2007",513292.0,513276.0,16.0,281348.0,565.0,73523.0,41.0,182725.0,2513.0,8783.0,13198.0,,159215.0,953854.0,825657.0,29573.0,83152.0,5920.0,,492.0,,5206.0,21.0,,,201.0,,,,,3973.0,5579.0,953854.0
India,"Financial Year (Apr - Mar), 2007","April, 2007","April - June, 2007","Week 02, 2007",510336.0,510315.0,21.0,260985.0,12023.0,69894.0,41.0,154953.0,2051.0,8493.0,13530.0,,169463.0,940784.0,837037.0,29573.0,63342.0,462.0,,220.0,,158.0,,,,84.0,,,,,3973.0,6396.0,940784.0
India,"Financial Year (Apr - Mar), 2007","April, 2007","April - June, 2007","Week 01, 2007",499919.0,499892.0,27.0,271475.0,14405.0,66533.0,41.0,165267.0,2398.0,8299.0,14532.0,,171469.0,942863.0,833120.0,29573.0,68031.0,2276.0,,71.0,,2121.0,,,,84.0,,,,,3973.0,5890.0,942863.0
India,"Financial Year (Apr - Mar), 2006","March, 2007","January - March, 2007","Week 52, 2006",496786.0,496775.0,11.0,302615.0,36661.0,62974.0,41.0,180222.0,2851.0,8257.0,11609.0,,179897.0,979298.0,836597.0,29573.0,96861.0,6585.0,,,,6245.0,,,,340.0,,,,,3973.0,5709.0,979298.0
India,"Financial Year (Apr - Mar), 2006","March, 2007","January - March, 2007","Week 51, 2006",498474.0,498463.0,11.0,311016.0,57106.0,54704.0,41.0,177725.0,2260.0,8147.0,11033.0,,180268.0,989758.0,832015.0,30499.0,111677.0,6629.0,,,,6162.0,21.0,,,446.0,,,,,3973.0,4965.0,989758.0
India,"Financial Year (Apr - Mar), 2006","March, 2007","January - March, 2007","Week 50, 2006",499844.0,499829.0,16.0,279171.0,38228.0,53580.0,41.0,166444.0,2019.0,7878.0,10981.0,,185170.0,964185.0,833059.0,30499.0,88434.0,3255.0,,,,3027.0,,,,228.0,,,,,3973.0,4964.0,964185.0
India,"Financial Year (Apr - Mar), 2006","March, 2007","January - March, 2007","Week 49, 2006",498632.0,498613.0,19.0,255238.0,16576.0,49728.0,41.0,167623.0,2139.0,8015.0,11116.0,,179492.0,933361.0,828108.0,30499.0,64799.0,712.0,,150.0,,457.0,21.0,,,84.0,,,,,3973.0,5271.0,933361.0
India,"Financial Year (Apr - Mar), 2006","March, 2007","January - March, 2007","Week 48, 2006",492704.0,492687.0,17.0,240816.0,20888.0,43734.0,41.0,155124.0,2128.0,7702.0,11199.0,,181200.0,914719.0,829286.0,30499.0,44804.0,649.0,,,,557.0,8.0,,,84.0,,,,,3973.0,5509.0,914719.0
India,"Financial Year (Apr - Mar), 2006","February, 2007","January - March, 2007","Week 47, 2006",490072.0,490051.0,20.0,253966.0,33215.0,42807.0,41.0,157306.0,2032.0,7551.0,11014.0,,179777.0,923816.0,824174.0,28840.0,61258.0,1116.0,,127.0,,827.0,21.0,,,141.0,,,,,3973.0,4454.0,923816.0
India,"Financial Year (Apr - Mar), 2006","February, 2007","January - March, 2007","Week 46, 2006",490867.0,490848.0,19.0,250768.0,33726.0,40417.0,45.0,156324.0,1998.0,7320.0,10938.0,,174229.0,915864.0,802061.0,28840.0,73975.0,1958.0,,101.0,,1695.0,21.0,,,141.0,,,,,3973.0,5056.0,915864.0
India,"Financial Year (Apr - Mar), 2006","February, 2007","January - March, 2007","Week 45, 2006",488304.0,488285.0,18.0,232528.0,26489.0,40535.0,41.0,145167.0,1951.0,7252.0,11093.0,,169766.0,890596.0,784638.0,28840.0,66729.0,1528.0,,173.0,,1193.0,21.0,,,141.0,,,,,3973.0,4888.0,890596.0
India,"Financial Year (Apr - Mar), 2006","February, 2007","January - March, 2007","Week 44, 2006",481900.0,481884.0,16.0,228777.0,24399.0,39548.0,41.0,144398.0,2035.0,7029.0,11327.0,,170935.0,881612.0,762949.0,28840.0,76388.0,4758.0,,130.0,,3966.0,23.0,,,639.0,,,,,3973.0,4704.0,881612.0
India,"Financial Year (Apr - Mar), 2006","January, 2007","January - March, 2007","Week 43, 2006",479661.0,479642.0,18.0,235137.0,22594.0,39375.0,41.0,152871.0,2004.0,7251.0,11001.0,,170880.0,885678.0,760855.0,28824.0,80641.0,7480.0,,299.0,2234.0,4316.0,21.0,,,610.0,,,,,3973.0,3904.0,885678.0
India,"Financial Year (Apr - Mar), 2006","January, 2007","January - March, 2007","Week 42, 2006",480213.0,480197.0,16.0,228724.0,28528.0,40491.0,41.0,138795.0,1930.0,7105.0,11834.0,,174624.0,883563.0,758514.0,28824.0,81024.0,7348.0,,160.0,2779.0,3706.0,1.0,,,702.0,,,,,3973.0,3880.0,883563.0
India,"Financial Year (Apr - Mar), 2006","January, 2007","January - March, 2007","Week 41, 2006",478449.0,478432.0,17.0,239377.0,32229.0,40100.0,41.0,146335.0,2089.0,7098.0,11485.0,,176700.0,894526.0,760006.0,28824.0,90386.0,7423.0,,402.0,2646.0,3882.0,21.0,,,472.0,,,,,3973.0,3914.0,894526.0
India,"Financial Year (Apr - Mar), 2006","January, 2007","January - March, 2007","Week 40, 2006",473026.0,473004.0,22.0,215078.0,26219.0,38245.0,41.0,130341.0,1753.0,6878.0,11601.0,,168812.0,856917.0,750983.0,28824.0,63408.0,5154.0,,649.0,2977.0,1314.0,,,,214.0,,,,,3973.0,4575.0,856917.0
